ProductoID,Anio,Semana,CantidadVendida,VentaNeta,PrecioPromedio,Utilidad,StockActual,LeadTimeDias,Lag1,Lag2,Lag3,PromedioMovil4,DemandaProximaSemana,DemandaPredicha,ErrorAbsoluto,RiesgoStock,CantidadSugeridaCompra,StockSeguridad,CompraRecomendada
PROD027,2026.0,19,64.0,8564.1815,150.9225,2769.1214999999997,61.0,8.0,62.0,55.0,61.0,66.25,71.0,63.18840078681586,7.811599213184138,ALTO,2.188400786815862,12.637680157363173,14.82608094417904
PROD027,2026.0,20,71.0,9820.697,152.17736842105262,3324.537,61.0,8.0,64.0,62.0,55.0,60.5,69.0,66.58684491320322,2.4131550867967775,ALTO,5.5868449132032225,13.317368982640645,18.904213895843867
PROD027,2026.0,21,69.0,9841.024,151.37157894736842,3563.8740000000003,61.0,8.0,71.0,64.0,62.0,63.0,60.0,65.78439949486692,5.784399494866918,ALTO,4.784399494866918,13.156879898973385,17.941279393840304
PROD027,2026.0,22,60.0,8480.604,150.6242105263158,2961.484,61.0,8.0,69.0,71.0,64.0,66.5,66.0,57.03706582850764,8.962934171492357,NORMAL,0.0,11.407413165701529,7.444478994209177
PROD027,2026.0,23,66.0,9544.617,151.26055555555556,3508.1369999999997,61.0,8.0,60.0,69.0,71.0,66.0,63.0,62.40470851141439,0.5952914885856089,ALTO,1.4047085114143911,12.480941702282879,13.885650213697275
PROD027,2026.0,24,63.0,8836.2495,151.1585,3056.7294999999995,61.0,8.0,66.0,60.0,69.0,66.5,62.0,60.378134051574854,1.621865948425146,NORMAL,0.0,12.075626810314972,11.453760861889833
PROD027,2026.0,25,62.0,8902.233,151.65136363636364,3248.893,61.0,8.0,63.0,66.0,60.0,64.5,59.0,60.449407197019404,1.4494071970194042,NORMAL,0.0,12.089881439403882,11.539288636423294
PROD027,2026.0,26,59.0,8635.4775,150.67684210526318,3229.1175000000003,61.0,8.0,62.0,63.0,66.0,62.75,52.0,56.94091792135005,4.940917921350049,NORMAL,0.0,11.38818358427001,7.329101505620059
PROD027,2026.0,27,52.0,7647.911,151.7088888888889,2877.511,61.0,8.0,59.0,62.0,63.0,62.5,55.0,49.51148192983752,5.488518070162478,NORMAL,0.0,9.902296385967505,0.0
PROD027,2026.0,28,55.0,7910.8625,151.506,2912.0425,61.0,8.0,52.0,59.0,62.0,59.0,61.0,51.29592726716372,9.70407273283628,NORMAL,0.0,10.259185453432744,0.5551127205964619
PROD027,2026.0,29,61.0,8768.1275,151.8895238095238,3157.7275,61.0,8.0,55.0,52.0,59.0,57.0,65.0,65.5641791316503,0.564179131650306,ALTO,4.564179131650306,13.112835826330063,17.67701495798036
PROD027,2026.0,30,65.0,9311.4265,150.71777777777777,3414.0765,61.0,8.0,61.0,55.0,52.0,56.75,69.0,65.10261454952575,3.8973854504742462,ALTO,4.102614549525754,13.020522909905152,17.123137459430907
PROD027,2026.0,31,69.0,9915.816,152.46782608695653,3638.2860000000005,61.0,8.0,65.0,61.0,55.0,58.25,72.0,65.99029623539562,6.009703764604382,ALTO,4.990296235395618,13.198059247079124,18.188355482474748
PROD027,2026.0,32,72.0,10373.55,153.0056,3781.1000000000004,61.0,8.0,69.0,65.0,61.0,62.5,65.0,66.66383083523327,1.66383083523327,ALTO,5.66383083523327,13.332766167046655,18.996597002279927
PROD028,2026.0,5,33.0,4357.1215,140.14846153846153,1431.8815,40.0,5.0,30.0,31.0,32.0,27.75,35.0,33.15097700153682,1.8490229984631767,NORMAL,0.0,6.630195400307365,0.0
PROD028,2026.0,6,35.0,4388.32,141.8407692307692,1304.9499999999998,40.0,5.0,33.0,30.0,31.0,31.5,35.0,32.882221618013915,2.117778381986085,NORMAL,0.0,6.576444323602783,0.0
PROD028,2026.0,7,35.0,4299.441,141.93454545454546,1216.751,40.0,5.0,35.0,33.0,30.0,32.25,33.0,32.10728973301529,0.8927102669847073,NORMAL,0.0,6.421457946603059,0.0
PROD028,2026.0,8,33.0,4217.0165,140.84692307692308,1284.5164999999997,40.0,5.0,35.0,35.0,33.0,33.25,33.0,32.50442400765476,0.49557599234523764,NORMAL,0.0,6.500884801530953,0.0
PROD028,2026.0,9,33.0,4440.3615,142.05777777777777,1508.6515000000002,40.0,5.0,33.0,35.0,35.0,34.0,35.0,33.17523261504582,1.8247673849541783,NORMAL,0.0,6.635046523009165,0.0
PROD028,2026.0,10,35.0,4733.1,141.28583333333333,1618.9499999999998,40.0,5.0,33.0,33.0,35.0,34.0,36.0,33.132959539373815,2.8670404606261854,NORMAL,0.0,6.626591907874763,0.0
PROD028,2026.0,11,36.0,4930.44,140.5011111111111,1720.82,40.0,5.0,35.0,33.0,33.0,34.0,37.0,33.597095917605955,3.402904082394045,NORMAL,0.0,6.719419183521191,0.31651510112714476
PROD028,2026.0,12,37.0,4873.409,138.65666666666667,1601.5289999999998,40.0,5.0,36.0,35.0,33.0,34.25,37.0,43.029614156264934,6.029614156264934,ALTO,3.029614156264934,8.605922831252988,11.635536987517924
PROD028,2026.0,13,37.0,4807.2355,140.76,1521.1455,40.0,5.0,37.0,36.0,35.0,35.25,43.0,44.179193518018,1.1791935180180033,ALTO,4.179193518018003,8.835838703603601,13.015032221621603
PROD028,2026.0,14,43.0,5539.072,137.12846153846155,1735.482,40.0,5.0,37.0,37.0,36.0,36.25,44.0,47.765626269367594,3.765626269367594,ALTO,7.765626269367594,9.55312525387352,17.31875152324111
PROD028,2026.0,15,44.0,5880.906,141.10214285714287,2003.046,40.0,5.0,43.0,37.0,37.0,38.25,40.0,47.03070453157953,7.030704531579531,ALTO,7.030704531579531,9.406140906315906,16.436845437895435
PROD028,2026.0,16,40.0,5254.974,141.4830769230769,1740.414,40.0,5.0,44.0,43.0,37.0,40.25,35.0,41.208777598150405,6.208777598150405,ALTO,1.2087775981504052,8.24175551963008,9.450533117780488
PROD028,2026.0,17,35.0,4536.8745,138.60461538461539,1487.9045,40.0,5.0,40.0,44.0,43.0,41.0,43.0,30.079156849672266,12.920843150327734,NORMAL,0.0,6.015831369934453,0.0
PROD028,2026.0,18,43.0,5519.0485,140.05428571428573,1711.0185,40.0,5.0,35.0,40.0,44.0,40.5,47.0,47.37691442217177,0.3769144221717724,ALTO,7.376914422171772,9.475382884434355,16.852297306606125
PROD028,2026.0,19,47.0,6027.365,140.27285714285716,1845.7649999999999,40.0,5.0,43.0,35.0,40.0,40.5,47.0,51.893777407396826,4.893777407396826,ALTO,11.893777407396826,10.378755481479367,22.272532888876192
PROD028,2026.0,20,47.0,5914.181500000001,139.80866666666668,1802.9115000000002,40.0,5.0,47.0,43.0,35.0,41.25,47.0,54.57072529740642,7.570725297406419,ALTO,14.570725297406419,10.914145059481285,25.48487035688771
PROD028,2026.0,21,47.0,6370.9075,139.889375,2229.4075,40.0,5.0,47.0,47.0,43.0,43.0,42.0,51.646222366005915,9.646222366005915,ALTO,11.646222366005915,10.329244473201184,21.9754668392071
PROD028,2026.0,22,42.0,5369.405500000001,140.4609090909091,1661.3555000000001,40.0,5.0,47.0,47.0,47.0,46.0,43.0,46.05615705236553,3.0561570523655277,ALTO,6.056157052365528,9.211231410473106,15.267388462838632
PROD028,2026.0,23,43.0,5721.3505000000005,140.02285714285713,1901.8905000000002,40.0,5.0,42.0,47.0,47.0,45.75,36.0,46.15899996322078,10.15899996322078,ALTO,6.158999963220779,9.231799992644156,15.390799955864935
PROD028,2026.0,24,36.0,4589.61,139.47357142857143,1420.86,40.0,5.0,43.0,42.0,47.0,44.75,39.0,31.53832504149744,7.4616749585025595,NORMAL,0.0,6.307665008299488,0.0
PROD028,2026.0,25,39.0,5374.4295,141.73142857142858,1956.0294999999999,40.0,5.0,36.0,43.0,42.0,42.0,37.0,38.518146127227645,1.518146127227645,NORMAL,0.0,7.703629225445529,6.221775352673177
PROD028,2026.0,26,37.0,5013.4965,140.44083333333333,1769.9165000000003,40.0,5.0,39.0,36.0,43.0,40.0,37.0,42.73968475737636,5.739684757376359,ALTO,2.7396847573763594,8.547936951475272,11.287621708851631
PROD028,2026.0,27,37.0,4989.9515,140.59416666666667,1712.0915,40.0,5.0,37.0,39.0,36.0,38.75,40.0,42.56096398720024,2.560963987200239,ALTO,2.560963987200239,8.512192797440049,11.07315678464029
PROD028,2026.0,28,40.0,5277.3295,140.43615384615384,1773.3194999999998,40.0,5.0,37.0,37.0,39.0,37.25,42.0,38.366793350106114,3.6332066498938858,NORMAL,0.0,7.673358670021223,6.040152020127337
PROD028,2026.0,29,42.0,5415.7995,139.43076923076922,1700.6395,40.0,5.0,40.0,37.0,37.0,38.25,37.0,45.70137011902309,8.701370119023089,ALTO,5.701370119023089,9.140274023804619,14.841644142827704
PROD028,2026.0,30,37.0,4827.387,138.399,1533.757,40.0,5.0,42.0,40.0,37.0,39.0,41.0,41.91514438875432,0.9151443887543209,ALTO,1.915144388754321,8.383028877750865,10.298173266505188
PROD028,2026.0,31,41.0,5575.108,139.65,1967.988,40.0,5.0,37.0,42.0,40.0,39.0,39.0,38.46393174944474,0.5360682505552603,NORMAL,0.0,7.692786349888948,6.156718099333688
PROD028,2026.0,32,39.0,4963.2425,138.94153846153847,1483.8024999999998,40.0,5.0,41.0,37.0,42.0,40.0,36.0,42.58932934396872,6.589329343968721,ALTO,2.5893293439687213,8.517865868793745,11.107195212762463
PROD029,2026.0,5,50.0,5111.309,106.34,1972.6390000000001,59.0,3.0,57.0,57.0,53.0,48.75,53.0,51.85296282785464,1.1470371721453603,NORMAL,0.0,10.370592565570929,3.2235553934255705
PROD029,2026.0,6,53.0,5257.7215,108.30166666666668,1950.0415000000003,59.0,3.0,50.0,57.0,57.0,54.25,52.0,54.313087988085655,2.3130879880856554,NORMAL,0.0,10.862617597617131,6.1757055857027865
PROD029,2026.0,7,52.0,4940.7985,106.29222222222222,1706.4185,59.0,3.0,53.0,50.0,57.0,54.25,50.0,55.2447907970609,5.244790797060901,NORMAL,0.0,11.04895815941218,7.293748956473081
PROD029,2026.0,8,50.0,4741.0165,107.76666666666667,1646.2065,59.0,3.0,52.0,53.0,50.0,53.0,52.0,52.43486834440543,0.4348683444054302,NORMAL,0.0,10.486973668881086,3.921842013286515
PROD029,2026.0,9,52.0,5399.773,106.96238095238095,2171.983,59.0,3.0,50.0,52.0,53.0,51.25,56.0,53.65361537314746,2.34638462685254,NORMAL,0.0,10.730723074629493,5.384338447776955
PROD029,2026.0,10,56.0,5739.6535,106.785,2266.4235,59.0,3.0,52.0,50.0,52.0,51.75,55.0,54.12037949585961,0.8796205041403908,NORMAL,0.0,10.824075899171923,5.944455395031525
PROD029,2026.0,11,55.0,5716.291,108.6,2304.891,59.0,3.0,56.0,52.0,50.0,52.5,57.0,54.18173858075951,2.8182614192404927,NORMAL,0.0,10.836347716151902,6.018086296911406
PROD029,2026.0,12,57.0,5804.1935,106.31882352941177,2275.0235000000002,59.0,3.0,55.0,56.0,52.0,53.25,56.0,53.39467983105832,2.605320168941681,NORMAL,0.0,10.678935966211665,5.07361579726998
PROD029,2026.0,13,56.0,5724.766,106.7940909090909,2258.116,59.0,3.0,57.0,55.0,56.0,55.0,49.0,54.62787359120133,5.627873591201329,NORMAL,0.0,10.925574718240266,6.553448309441592
PROD029,2026.0,14,49.0,4858.1005,105.34222222222223,1789.2005,59.0,3.0,56.0,57.0,55.0,56.0,47.0,53.138666012325025,6.138666012325025,NORMAL,0.0,10.627733202465006,4.766399214790027
PROD029,2026.0,15,47.0,4902.9235,107.61153846153846,2004.6734999999999,59.0,3.0,49.0,56.0,57.0,54.25,44.0,49.766165803781135,5.766165803781135,NORMAL,0.0,9.953233160756227,0.719398964537362
PROD029,2026.0,16,44.0,4534.36,106.95285714285714,1798.19,59.0,3.0,47.0,49.0,56.0,52.25,50.0,47.693325940671535,2.306674059328465,NORMAL,0.0,9.538665188134308,0.0
PROD029,2026.0,17,50.0,5147.302000000001,107.3905,2045.0320000000002,59.0,3.0,44.0,47.0,49.0,49.0,59.0,51.36947078350122,7.630529216498779,NORMAL,0.0,10.273894156700244,2.643364940201465
PROD029,2026.0,18,59.0,5684.494000000001,106.99772727272726,2003.0240000000001,59.0,3.0,50.0,44.0,47.0,47.5,68.0,59.74589329345069,8.254106706549308,ALTO,0.7458932934506919,11.949178658690139,12.695071952140836
PROD029,2026.0,19,68.0,6691.108,107.64260869565216,2480.1279999999997,59.0,3.0,59.0,50.0,44.0,50.0,69.0,66.74380287710227,2.2561971228977313,ALTO,7.743802877102269,13.348760575420455,21.092563452522725
